county,state
Henry,Missouri
Jackson,Missouri
Kansas City,Missouri
Pulaski,Missouri
Scott,Missouri
St. Charles,Missouri
St. Louis,Missouri
St. Louis city,Missouri
Unknown,Missouri
Broadwater,Montana
Flathead,Montana
Gallatin,Montana
Lewis and Clark,Montana
Madison,Montana
Missoula,Montana
Roosevelt,Montana
Silver Bow,Montana
Yellowstone,Montana
Adams,Nebraska
Buffalo,Nebraska
Cass,Nebraska
Douglas,Nebraska
Knox,Nebraska
Lancaster,Nebraska
Lincoln,Nebraska
Nemaha,Nebraska
Sarpy,Nebraska
Carson City,Nevada
Clark,Nevada
Elko,Nevada
Nye,Nevada
Unknown,Nevada
Washoe,Nevada
Belknap,New Hampshire
Carroll,New Hampshire
Cheshire,New Hampshire
Grafton,New Hampshire
Hillsborough,New Hampshire
Merrimack,New Hampshire
Rockingham,New Hampshire
Atlantic,New Jersey
Bergen,New Jersey
Burlington,New Jersey
Camden,New Jersey
Cape May,New Jersey
Cumberland,New Jersey
Essex,New Jersey
Gloucester,New Jersey
Hudson,New Jersey
Hunterdon,New Jersey
Mercer,New Jersey
Middlesex,New Jersey
Monmouth,New Jersey
Morris,New Jersey
Ocean,New Jersey
Passaic,New Jersey
Somerset,New Jersey
Sussex,New Jersey
Union,New Jersey
Unknown,New Jersey
Warren,New Jersey
Bernalillo,New Mexico
Doña Ana,New Mexico
McKinley,New Mexico
San Miguel,New Mexico
Sandoval,New Mexico
Santa Fe,New Mexico
Socorro,New Mexico
Taos,New Mexico
Albany,New York
Allegany,New York
Broome,New York
Chenango,New York
Clinton,New York
Columbia,New York
Delaware,New York
Dutchess,New York
Erie,New York
Essex,New York
Fulton,New York
Genesee,New York
Greene,New York
Hamilton,New York
Herkimer,New York
Jefferson,New York
Livingston,New York
Monroe,New York
Montgomery,New York
Nassau,New York
New York City,New York
Niagara,New York
Oneida,New York
Onondaga,New York
Ontario,New York
Orange,New York
Putnam,New York
Rensselaer,New York
Rockland,New York
Saratoga,New York
Schenectady,New York
Schoharie,New York
Suffolk,New York
Sullivan,New York
Tioga,New York
Tompkins,New York
Ulster,New York
Warren,New York
Washington,New York
Wayne,New York
Westchester,New York
Wyoming,New York
Brunswick,North Carolina
Cabarrus,North Carolina
Carteret,North Carolina
Chatham,North Carolina
Craven,North Carolina
Davidson,North Carolina
Durham,North Carolina
Forsyth,North Carolina
Franklin,North Carolina
Gaston,North Carolina
Guilford,North Carolina
Harnett,North Carolina
Hoke,North Carolina
Iredell,North Carolina
Johnston,North Carolina
Lincoln,North Carolina
Mecklenburg,North Carolina
Moore,North Carolina
New Hanover,North Carolina
Onslow,North Carolina
Orange,North Carolina
Pasquotank,North Carolina
Pitt,North Carolina
Rowan,North Carolina
Sampson,North Carolina
Stanly,North Carolina
Wake,North Carolina
Watauga,North Carolina
Wayne,North Carolina
Wilson,North Carolina
Burleigh,North Dakota
Cass,North Dakota
Morton,North Dakota
Pierce,North Dakota
Ramsey,North Dakota
Ward,North Dakota
Ashland,Ohio
Ashtabula,Ohio
Belmont,Ohio
Butler,Ohio
Clark,Ohio
Columbiana,Ohio
Coshocton,Ohio
Cuyahoga,Ohio
Darke,Ohio
Delaware,Ohio
Franklin,Ohio
Geauga,Ohio
Hamilton,Ohio
Huron,Ohio
Lake,Ohio
Lorain,Ohio
Lucas,Ohio
Mahoning,Ohio
Marion,Ohio
Medina,Ohio
Miami,Ohio
Montgomery,Ohio
Richland,Ohio
Stark,Ohio
Summit,Ohio
Trumbull,Ohio
Tuscarawas,Ohio
Union,Ohio
Warren,Ohio
Canadian,Oklahoma
Cleveland,Oklahoma
Custer,Oklahoma
Garvin,Oklahoma
Grady,Oklahoma
Jackson,Oklahoma
Kay,Oklahoma
Logan,Oklahoma
McClain,Oklahoma
Oklahoma,Oklahoma
Pawnee,Oklahoma
Payne,Oklahoma
Tulsa,Oklahoma
Washington,Oklahoma
Benton,Oregon
Clackamas,Oregon
Deschutes,Oregon
Douglas,Oregon
Grant,Oregon
Jackson,Oregon
Klamath,Oregon
Lane,Oregon
Linn,Oregon
Marion,Oregon
Multnomah,Oregon
Polk,Oregon
Umatilla,Oregon
Union,Oregon
Washington,Oregon
Yamhill,Oregon
Adams,Pennsylvania
Allegheny,Pennsylvania
Beaver,Pennsylvania
Berks,Pennsylvania
Bucks,Pennsylvania
Centre,Pennsylvania
Chester,Pennsylvania
Cumberland,Pennsylvania
Delaware,Pennsylvania
Erie,Pennsylvania
Franklin,Pennsylvania
Lackawanna,Pennsylvania
Lancaster,Pennsylvania
Lebanon,Pennsylvania
Lehigh,Pennsylvania
Luzerne,Pennsylvania
Monroe,Pennsylvania
Montgomery,Pennsylvania
Northampton,Pennsylvania
Philadelphia,Pennsylvania
Pike,Pennsylvania
Potter,Pennsylvania
Washington,Pennsylvania
Wayne,Pennsylvania
Westmoreland,Pennsylvania
York,Pennsylvania
Unknown,Puerto Rico
Unknown,Rhode Island
Abbeville,South Carolina
Aiken,South Carolina
Anderson,South Carolina
Beaufort,South Carolina
Berkeley,South Carolina
Calhoun,South Carolina
Charleston,South Carolina
Clarendon,South Carolina
Darlington,South Carolina
Dorchester,South Carolina
Fairfield,South Carolina
Florence,South Carolina
Greenville,South Carolina
Horry,South Carolina
Kershaw,South Carolina
Lancaster,South Carolina
Lee,South Carolina
Lexington,South Carolina
Orangeburg,South Carolina
Pickens,South Carolina
Richland,South Carolina
Saluda,South Carolina
Spartanburg,South Carolina
Sumter,South Carolina
York,South Carolina
Beadle,South Dakota
Bon Homme,South Dakota
Charles Mix,South Dakota
Davison,South Dakota
McCook,South Dakota
Minnehaha,South Dakota
Anderson,Tennessee
Blount,Tennessee
Bradley,Tennessee
Campbell,Tennessee
Cheatham,Tennessee
Cumberland,Tennessee
Davidson,Tennessee
Dickson,Tennessee
Dyer,Tennessee
Greene,Tennessee
Hamblen,Tennessee
Hamilton,Tennessee
Jefferson,Tennessee
Knox,Tennessee
Maury,Tennessee
Montgomery,Tennessee
Robertson,Tennessee
Rutherford,Tennessee
Sevier,Tennessee
Shelby,Tennessee
Sullivan,Tennessee
Sumner,Tennessee
Tipton,Tennessee
Unknown,Tennessee
Washington,Tennessee
Williamson,Tennessee
Wilson,Tennessee
Bell,Texas
Bexar,Texas
Bowie,Texas
Brazoria,Texas
Brazos,Texas
Brown,Texas
Cameron,Texas
Cass,Texas
Collin,Texas
Crane,Texas
Dallas,Texas
DeWitt,Texas
Denton,Texas
El Paso,Texas
Ellis,Texas
Fannin,Texas
Fort Bend,Texas
Galveston,Texas
Gregg,Texas
Harris,Texas
Hays,Texas
Hockley,Texas
Johnson,Texas
Lavaca,Texas
Lubbock,Texas
Matagorda,Texas
McLennan,Texas
Medina,Texas
Montgomery,Texas
Rusk,Texas
Smith,Texas
Tarrant,Texas
Travis,Texas
Upshur,Texas
Van Zandt,Texas
Webb,Texas
Wichita,Texas
Williamson,Texas
Box Elder,Utah
Cache,Utah
Davis,Utah
Salt Lake,Utah
Summit,Utah
Tooele,Utah
Utah,Utah
Wasatch,Utah
Washington,Utah
Weber,Utah
Addison,Vermont
Bennington,Vermont
Chittenden,Vermont
Orange,Vermont
Rutland,Vermont
Washington,Vermont
Windsor,Vermont
Unknown,Virgin Islands
Accomack,Virginia
Alexandria city,Virginia
Arlington,Virginia
Charles City,Virginia
Charlottesville city,Virginia
Chesterfield,Virginia
Fairfax,Virginia
Gloucester,Virginia
Goochland,Virginia
Hanover,Virginia
Harrisonburg city,Virginia
Henrico,Virginia
James City,Virginia
Loudoun,Virginia
Newport News city,Virginia
Norfolk city,Virginia
Portsmouth city,Virginia
Prince Edward,Virginia
Prince William,Virginia
Richmond city,Virginia
Spotsylvania,Virginia
Stafford,Virginia
Virginia Beach city,Virginia
Williamsburg city,Virginia
York,Virginia
Benton,Washington
Chelan,Washington
Clallam,Washington
Clark,Washington
Columbia,Washington
Cowlitz,Washington
Franklin,Washington
Grant,Washington
Grays Harbor,Washington
Island,Washington
Jefferson,Washington
King,Washington
Kitsap,Washington
Kittitas,Washington
Klickitat,Washington
Lewis,Washington
Lincoln,Washington
Mason,Washington
Pierce,Washington
San Juan,Washington
Skagit,Washington
Snohomish,Washington
Spokane,Washington
Stevens,Washington
Thurston,Washington
Walla Walla,Washington
Whatcom,Washington
Yakima,Washington
Jackson,West Virginia
Jefferson,West Virginia
Kanawha,West Virginia
Mercer,West Virginia
Monongalia,West Virginia
Tucker,West Virginia
Bayfield,Wisconsin
Brown,Wisconsin
Calumet,Wisconsin
Chippewa,Wisconsin
Columbia,Wisconsin
Dane,Wisconsin
Douglas,Wisconsin
Dunn,Wisconsin
Eau Claire,Wisconsin
Fond du Lac,Wisconsin
Green,Wisconsin
Jefferson,Wisconsin
Kenosha,Wisconsin
La Crosse,Wisconsin
Marathon,Wisconsin
Milwaukee,Wisconsin
Outagamie,Wisconsin
Ozaukee,Wisconsin
Pierce,Wisconsin
Racine,Wisconsin
Rock,Wisconsin
Sauk,Wisconsin
Sheboygan,Wisconsin
St. Croix,Wisconsin
Walworth,Wisconsin
Washington,Wisconsin
Waukesha,Wisconsin
Winnebago,Wisconsin
Wood,Wisconsin
Campbell,Wyoming
Fremont,Wyoming
Laramie,Wyoming
Natrona,Wyoming
Park,Wyoming
Sheridan,Wyoming
Teton,Wyoming
Baldwin,Alabama
Calhoun,Alabama
Chambers,Alabama
Cullman,Alabama
Elmore,Alabama
Jackson,Alabama
Jefferson,Alabama
Lamar,Alabama
Lauderdale,Alabama
Lee,Alabama
Limestone,Alabama
Madison,Alabama
Marion,Alabama
Mobile,Alabama
Montgomery,Alabama
Shelby,Alabama
St. Clair,Alabama
Talladega,Alabama
Tuscaloosa,Alabama
Walker,Alabama
Washington,Alabama
Anchorage,Alaska
Fairbanks North Star Borough,Alaska
Kenai Peninsula Borough,Alaska
Ketchikan Gateway Borough,Alaska
Apache,Arizona
Cochise,Arizona
Coconino,Arizona
Graham,Arizona
Maricopa,Arizona
Navajo,Arizona
Pima,Arizona
Pinal,Arizona
Santa Cruz,Arizona
Yavapai,Arizona
Yuma,Arizona
Benton,Arkansas
Boone,Arkansas
Bradley,Arkansas
Clark,Arkansas
Cleburne,Arkansas
Cleveland,Arkansas
Craighead,Arkansas
Crittenden,Arkansas
Desha,Arkansas
Faulkner,Arkansas
Garland,Arkansas
Grant,Arkansas
Greene,Arkansas
Independence,Arkansas
Jefferson,Arkansas
Lincoln,Arkansas
Poinsett,Arkansas
Polk,Arkansas
Pope,Arkansas
Pulaski,Arkansas
Saline,Arkansas
Searcy,Arkansas
Sebastian,Arkansas
Sevier,Arkansas
Unknown,Arkansas
Van Buren,Arkansas
Washington,Arkansas
Alameda,California
Amador,California
Butte,California
Contra Costa,California
El Dorado,California
Fresno,California
Humboldt,California
Imperial,California
Kern,California
Los Angeles,California
Madera,California
Marin,California
Mendocino,California
Monterey,California
Napa,California
Nevada,California
Orange,California
Placer,California
Riverside,California
Sacramento,California
San Benito,California
San Bernardino,California
San Diego,California
San Francisco,California
San Joaquin,California
San Luis Obispo,California
San Mateo,California
Santa Barbara,California
Santa Clara,California
Santa Cruz,California
Shasta,California
Siskiyou,California
Solano,California
Sonoma,California
Stanislaus,California
Tulare,California
Ventura,California
Yolo,California
Yuba,California
Adams,Colorado
Arapahoe,Colorado
Boulder,Colorado
Broomfield,Colorado
Chaffee,Colorado
Clear Creek,Colorado
Crowley,Colorado
Denver,Colorado
Douglas,Colorado
Eagle,Colorado
El Paso,Colorado
Elbert,Colorado
Garfield,Colorado
Grand,Colorado
Gunnison,Colorado
Hinsdale,Colorado
Jefferson,Colorado
Larimer,Colorado
Mesa,Colorado
Montrose,Colorado
Morgan,Colorado
Park,Colorado
Pitkin,Colorado
Pueblo,Colorado
Routt,Colorado
San Miguel,Colorado
Summit,Colorado
Weld,Colorado
Yuma,Colorado
Fairfield,Connecticut
Hartford,Connecticut
Litchfield,Connecticut
Middlesex,Connecticut
New Haven,Connecticut
New London,Connecticut
Tolland,Connecticut
Windham,Connecticut
Kent,Delaware
New Castle,Delaware
Sussex,Delaware
District of Columbia,District of Columbia
Alachua,Florida
Baker,Florida
Bay,Florida
Brevard,Florida
Broward,Florida
Charlotte,Florida
Citrus,Florida
Clay,Florida
Collier,Florida
Duval,Florida
Escambia,Florida
Hernando,Florida
Highlands,Florida
Hillsborough,Florida
Indian River,Florida
Jackson,Florida
Lake,Florida
Lee,Florida
Leon,Florida
Manatee,Florida
Marion,Florida
Martin,Florida
Miami-Dade,Florida
Monroe,Florida
Nassau,Florida
Okaloosa,Florida
Orange,Florida
Osceola,Florida
Palm Beach,Florida
Pasco,Florida
Pinellas,Florida
Polk,Florida
Putnam,Florida
Santa Rosa,Florida
Sarasota,Florida
Seminole,Florida
St. Johns,Florida
St. Lucie,Florida
Sumter,Florida
Volusia,Florida
Walton,Florida
Baldwin,Georgia
Bartow,Georgia
Bibb,Georgia
Carroll,Georgia
Charlton,Georgia
Chatham,Georgia
Cherokee,Georgia
Clarke,Georgia
Clayton,Georgia
Cobb,Georgia
Columbia,Georgia
Coweta,Georgia
Dawson,Georgia
DeKalb,Georgia
Dougherty,Georgia
Douglas,Georgia
Early,Georgia
Effingham,Georgia
Fayette,Georgia
Floyd,Georgia
Forsyth,Georgia
Fulton,Georgia
Glynn,Georgia
Gordon,Georgia
Gwinnett,Georgia
Hall,Georgia
Heard,Georgia
Henry,Georgia
Houston,Georgia
Lamar,Georgia
Laurens,Georgia
Lee,Georgia
Lincoln,Georgia
Lowndes,Georgia
Lumpkin,Georgia
Miller,Georgia
Monroe,Georgia
Muscogee,Georgia
Newton,Georgia
Oconee,Georgia
Paulding,Georgia
Peach,Georgia
Pickens,Georgia
Polk,Georgia
Randolph,Georgia
Richmond,Georgia
Rockdale,Georgia
Spalding,Georgia
Sumter,Georgia
Terrell,Georgia
Tift,Georgia
Troup,Georgia
Turner,Georgia
Unknown,Georgia
Whitfield,Georgia
Worth,Georgia
Unknown,Guam
Hawaii,Hawaii
Honolulu,Hawaii
Kauai,Hawaii
Maui,Hawaii
Ada,Idaho
Bingham,Idaho
Blaine,Idaho
Canyon,Idaho
Kootenai,Idaho
Madison,Idaho
Teton,Idaho
Twin Falls,Idaho
Adams,Illinois
Christian,Illinois
Clinton,Illinois
Cook,Illinois
Cumberland,Illinois
DeKalb,Illinois
DuPage,Illinois
Jackson,Illinois
Kane,Illinois
Kankakee,Illinois
Kendall,Illinois
LaSalle,Illinois
Lake,Illinois
Madison,Illinois
McHenry,Illinois
McLean,Illinois
Peoria,Illinois
Sangamon,Illinois
St. Clair,Illinois
Washington,Illinois
Whiteside,Illinois
Will,Illinois
Williamson,Illinois
Winnebago,Illinois
Woodford,Illinois
Adams,Indiana
Allen,Indiana
Bartholomew,Indiana
Boone,Indiana
Clark,Indiana
Delaware,Indiana
Elkhart,Indiana
Fayette,Indiana
Floyd,Indiana
Franklin,Indiana
Grant,Indiana
Hamilton,Indiana
Hancock,Indiana
Harrison,Indiana
Hendricks,Indiana
Howard,Indiana
Jennings,Indiana
Johnson,Indiana
LaPorte,Indiana
Lake,Indiana
Madison,Indiana
Marion,Indiana
Miami,Indiana
Noble,Indiana
Owen,Indiana
Shelby,Indiana
St. Joseph,Indiana
Tippecanoe,Indiana
Vanderburgh,Indiana
Vigo,Indiana
Washington,Indiana
Wayne,Indiana
Wells,Indiana
Adair,Iowa
Allamakee,Iowa
Black Hawk,Iowa
Carroll,Iowa
Dallas,Iowa
Dubuque,Iowa
Fayette,Iowa
Harrison,Iowa
Henry,Iowa
Johnson,Iowa
Linn,Iowa
Muscatine,Iowa
Polk,Iowa
Pottawattamie,Iowa
Story,Iowa
Washington,Iowa
Winneshiek,Iowa
Butler,Kansas
Cherokee,Kansas
Douglas,Kansas
Ford,Kansas
Franklin,Kansas
Johnson,Kansas
Leavenworth,Kansas
Linn,Kansas
Morris,Kansas
Reno,Kansas
Riley,Kansas
Sedgwick,Kansas
Wyandotte,Kansas
Anderson,Kentucky
Bourbon,Kentucky
Calloway,Kentucky
Christian,Kentucky
Clark,Kentucky
Daviess,Kentucky
Fayette,Kentucky
Franklin,Kentucky
Harrison,Kentucky
Henderson,Kentucky
Jefferson,Kentucky
Kenton,Kentucky
Lyon,Kentucky
Madison,Kentucky
Montgomery,Kentucky
Nelson,Kentucky
Pulaski,Kentucky
Scott,Kentucky
Spencer,Kentucky
Unknown,Kentucky
Warren,Kentucky
Ascension,Louisiana
Assumption,Louisiana
Avoyelles,Louisiana
Beauregard,Louisiana
Bienville,Louisiana
Bossier,Louisiana
Caddo,Louisiana
Calcasieu,Louisiana
Catahoula,Louisiana
Claiborne,Louisiana
De Soto,Louisiana
East Baton Rouge,Louisiana
Evangeline,Louisiana
Iberia,Louisiana
Iberville,Louisiana
Jefferson,Louisiana
Lafayette,Louisiana
Lafourche,Louisiana
Livingston,Louisiana
Orleans,Louisiana
Ouachita,Louisiana
Plaquemines,Louisiana
Rapides,Louisiana
St. Bernard,Louisiana
St. Charles,Louisiana
St. James,Louisiana
St. John the Baptist,Louisiana
St. Landry,Louisiana
St. Mary,Louisiana
St. Tammany,Louisiana
Tangipahoa,Louisiana
Terrebonne,Louisiana
Unknown,Louisiana
Washington,Louisiana
Webster,Louisiana
West Baton Rouge,Louisiana
Androscoggin,Maine
Cumberland,Maine
Kennebec,Maine
Lincoln,Maine
Oxford,Maine
Penobscot,Maine
Sagadahoc,Maine
Unknown,Maine
York,Maine
Anne Arundel,Maryland
Baltimore,Maryland
Baltimore city,Maryland
Calvert,Maryland
Caroline,Maryland
Carroll,Maryland
Charles,Maryland
Frederick,Maryland
Harford,Maryland
Howard,Maryland
Montgomery,Maryland
Prince George's,Maryland
Somerset,Maryland
Talbot,Maryland
Washington,Maryland
Wicomico,Maryland
Worcester,Maryland
Barnstable,Massachusetts
Berkshire,Massachusetts
Bristol,Massachusetts
Essex,Massachusetts
Franklin,Massachusetts
Hampden,Massachusetts
Hampshire,Massachusetts
Middlesex,Massachusetts
Nantucket,Massachusetts
Norfolk,Massachusetts
Plymouth,Massachusetts
Suffolk,Massachusetts
Unknown,Massachusetts
Worcester,Massachusetts
Allegan,Michigan
Barry,Michigan
Bay,Michigan
Berrien,Michigan
Calhoun,Michigan
Charlevoix,Michigan
Clare,Michigan
Clinton,Michigan
Eaton,Michigan
Genesee,Michigan
Ingham,Michigan
Jackson,Michigan
Kent,Michigan
Leelanau,Michigan
Livingston,Michigan
Macomb,Michigan
Midland,Michigan
Monroe,Michigan
Montcalm,Michigan
Oakland,Michigan
Otsego,Michigan
Ottawa,Michigan
Saginaw,Michigan
St. Clair,Michigan
Tuscola,Michigan
Washtenaw,Michigan
Wayne,Michigan
Wexford,Michigan
Anoka,Minnesota
Benton,Minnesota
Blue Earth,Minnesota
Carver,Minnesota
Chisago,Minnesota
Clay,Minnesota
Dakota,Minnesota
Dodge,Minnesota
Fillmore,Minnesota
Hennepin,Minnesota
Jackson,Minnesota
Martin,Minnesota
Mower,Minnesota
Nicollet,Minnesota
Olmsted,Minnesota
Ramsey,Minnesota
Renville,Minnesota
Rice,Minnesota
Scott,Minnesota
St. Louis,Minnesota
Stearns,Minnesota
Steele,Minnesota
Unknown,Minnesota
Wabasha,Minnesota
Waseca,Minnesota
Washington,Minnesota
Wright,Minnesota
Adams,Mississippi
Attala,Mississippi
Bolivar,Mississippi
Clay,Mississippi
Coahoma,Mississippi
Copiah,Mississippi
DeSoto,Mississippi
Forrest,Mississippi
Franklin,Mississippi
George,Mississippi
Grenada,Mississippi
Hancock,Mississippi
Harrison,Mississippi
Hinds,Mississippi
Holmes,Mississippi
Humphreys,Mississippi
Itawamba,Mississippi
Jackson,Mississippi
Jones,Mississippi
Lafayette,Mississippi
Lawrence,Mississippi
Leake,Mississippi
Lee,Mississippi
Leflore,Mississippi
Lincoln,Mississippi
Lowndes,Mississippi
Madison,Mississippi
Marshall,Mississippi
Monroe,Mississippi
Panola,Mississippi
Pearl River,Mississippi
Perry,Mississippi
Pike,Mississippi
Rankin,Mississippi
Scott,Mississippi
Simpson,Mississippi
Smith,Mississippi
Tippah,Mississippi
Tunica,Mississippi
Union,Mississippi
Walthall,Mississippi
Washington,Mississippi
Wilkinson,Mississippi
Winston,Mississippi
Yazoo,Mississippi
Bates,Missouri
Boone,Missouri
Cass,Missouri
Christian,Missouri
Cole,Missouri
Dunklin,Missouri
Greene,Missouri
Henry,Missouri
Jackson,Missouri
Jasper,Missouri
Johnson,Missouri
Kansas City,Missouri
Pulaski,Missouri
Scott,Missouri
St. Charles,Missouri
St. Louis,Missouri
St. Louis city,Missouri
Unknown,Missouri
Broadwater,Montana
Cascade,Montana
Flathead,Montana
Gallatin,Montana
Lewis and Clark,Montana
Madison,Montana
Missoula,Montana
Ravalli,Montana
Roosevelt,Montana
Silver Bow,Montana
Yellowstone,Montana
Adams,Nebraska
Buffalo,Nebraska
Cass,Nebraska
Douglas,Nebraska
Knox,Nebraska
Lancaster,Nebraska
Lincoln,Nebraska
Nemaha,Nebraska
Sarpy,Nebraska
Carson City,Nevada
Clark,Nevada
Elko,Nevada
Nye,Nevada
Unknown,Nevada
Washoe,Nevada
Belknap,New Hampshire
Carroll,New Hampshire
Cheshire,New Hampshire
Grafton,New Hampshire
Hillsborough,New Hampshire
Merrimack,New Hampshire
Rockingham,New Hampshire
Strafford,New Hampshire
Atlantic,New Jersey
Bergen,New Jersey
Burlington,New Jersey
Camden,New Jersey
Cape May,New Jersey
Cumberland,New Jersey
Essex,New Jersey
Gloucester,New Jersey
Hudson,New Jersey
Hunterdon,New Jersey
Mercer,New Jersey
Middlesex,New Jersey
Monmouth,New Jersey
Morris,New Jersey
Ocean,New Jersey
Passaic,New Jersey
Somerset,New Jersey
Sussex,New Jersey
Union,New Jersey
Unknown,New Jersey
Warren,New Jersey
Bernalillo,New Mexico
Doña Ana,New Mexico
Lea,New Mexico
McKinley,New Mexico
San Miguel,New Mexico
Sandoval,New Mexico
Santa Fe,New Mexico
Socorro,New Mexico
Taos,New Mexico
Albany,New York
Allegany,New York
Broome,New York
Chenango,New York
Clinton,New York
Columbia,New York
Delaware,New York
Dutchess,New York
Erie,New York
Essex,New York
Fulton,New York
Genesee,New York
Greene,New York
Hamilton,New York
Herkimer,New York
Jefferson,New York
Livingston,New York
Monroe,New York
Montgomery,New York
Nassau,New York
New York City,New York
Niagara,New York
Oneida,New York
Onondaga,New York
Ontario,New York
Orange,New York
Putnam,New York
Rensselaer,New York
Rockland,New York
Saratoga,New York
Schenectady,New York
Schoharie,New York
Steuben,New York
Suffolk,New York
Sullivan,New York
Tioga,New York
Tompkins,New York
Ulster,New York
Warren,New York
Washington,New York
Wayne,New York
Westchester,New York
Wyoming,New York
Brunswick,North Carolina
Buncombe,North Carolina
Cabarrus,North Carolina
Carteret,North Carolina
Catawba,North Carolina
Chatham,North Carolina
Craven,North Carolina
Davidson,North Carolina
Durham,North Carolina
Forsyth,North Carolina
Franklin,North Carolina
Gaston,North Carolina
Guilford,North Carolina
Harnett,North Carolina
Hoke,North Carolina
Iredell,North Carolina
Johnston,North Carolina
Lincoln,North Carolina
Mecklenburg,North Carolina
Moore,North Carolina
New Hanover,North Carolina
Onslow,North Carolina
Orange,North Carolina
Pasquotank,North Carolina
Pitt,North Carolina
Rowan,North Carolina
Sampson,North Carolina
Stanly,North Carolina
Wake,North Carolina
Watauga,North Carolina
Wayne,North Carolina
Wilson,North Carolina
Burleigh,North Dakota
Cass,North Dakota
Morton,North Dakota
Pierce,North Dakota
Ramsey,North Dakota
Ward,North Dakota
Ashland,Ohio
Ashtabula,Ohio
Belmont,Ohio
Butler,Ohio
Clark,Ohio
Clermont,Ohio
Columbiana,Ohio
Coshocton,Ohio
Cuyahoga,Ohio
Darke,Ohio
Defiance,Ohio
Delaware,Ohio
Erie,Ohio
Franklin,Ohio
Geauga,Ohio
Hamilton,Ohio
Huron,Ohio
Lake,Ohio
Licking,Ohio
Lorain,Ohio
Lucas,Ohio
Mahoning,Ohio
Marion,Ohio
Medina,Ohio
Miami,Ohio
Montgomery,Ohio
Richland,Ohio
Stark,Ohio
Summit,Ohio
Trumbull,Ohio
Tuscarawas,Ohio
Union,Ohio
Warren,Ohio
Canadian,Oklahoma
